event_id,campaign_id,customer_id,event_type,timestamp
ee_0000047,ec_0001,cust_006613,sent,2024-06-01T10:00:00
ee_0000048,ec_0001,cust_008252,sent,2024-06-01T10:00:00
ee_0000049,ec_0001,cust_016467,sent,2024-06-01T10:00:00
ee_0000050,ec_0001,cust_020054,sent,2024-06-01T10:00:00
ee_0000051,ec_0001,cust_017989,sent,2024-06-01T10:00:00
ee_0000052,ec_0001,cust_008554,sent,2024-06-01T10:00:00
ee_0000053,ec_0001,cust_022428,sent,2024-06-01T10:00:00
ee_0000054,ec_0001,cust_003633,sent,2024-06-01T10:00:00
ee_0000055,ec_0001,cust_012886,sent,2024-06-01T10:00:00
ee_0000056,ec_0001,cust_015323,sent,2024-06-01T10:00:00
ee_0000057,ec_0001,cust_015323,opened,2024-06-01T19:00:00
ee_0000058,ec_0001,cust_022115,sent,2024-06-01T10:00:00
ee_0000059,ec_0001,cust_022000,sent,2024-06-01T10:00:00
ee_0000060,ec_0001,cust_001131,sent,2024-06-01T10:00:00
ee_0000061,ec_0001,cust_014483,sent,2024-06-01T10:00:00
ee_0000062,ec_0001,cust_021637,sent,2024-06-01T10:00:00
ee_0000063,ec_0001,cust_013601,sent,2024-06-01T10:00:00
ee_0000064,ec_0001,cust_012188,sent,2024-06-01T10:00:00
ee_0000065,ec_0001,cust_006674,sent,2024-06-01T10:00:00
ee_0000066,ec_0001,cust_014657,sent,2024-06-01T10:00:00
ee_0000067,ec_0001,cust_019611,sent,2024-06-01T10:00:00
ee_0000068,ec_0001,cust_019611,opened,2024-06-01T10:00:00
ee_0000069,ec_0001,cust_007794,sent,2024-06-01T10:00:00
ee_0000070,ec_0001,cust_008471,sent,2024-06-01T10:00:00
ee_0000071,ec_0001,cust_008722,sent,2024-06-01T10:00:00
ee_0000072,ec_0001,cust_012301,sent,2024-06-01T10:00:00
ee_0000073,ec_0001,cust_012301,opened,2024-06-01T19:00:00
ee_0000074,ec_0001,cust_015495,sent,2024-06-01T10:00:00
ee_0000075,ec_0001,cust_015592,sent,2024-06-01T10:00:00
ee_0000076,ec_0001,cust_015592,opened,2024-06-01T15:00:00
ee_0000077,ec_0001,cust_005676,sent,2024-06-01T10:00:00
ee_0000078,ec_0001,cust_005676,opened,2024-06-01T18:00:00
ee_0000079,ec_0001,cust_005676,clicked,2024-06-01T15:30:00
ee_0000080,ec_0001,cust_011772,sent,2024-06-01T10:00:00
ee_0000081,ec_0001,cust_011772,opened,2024-06-01T16:00:00
ee_0000082,ec_0001,cust_000061,sent,2024-06-01T10:00:00
ee_0000083,ec_0001,cust_011361,sent,2024-06-01T10:00:00
ee_0000084,ec_0001,cust_011361,opened,2024-06-01T11:00:00
ee_0000085,ec_0001,cust_015361,sent,2024-06-01T10:00:00
ee_0000086,ec_0001,cust_015361,opened,2024-06-01T15:00:00
ee_0000087,ec_0001,cust_017987,sent,2024-06-01T10:00:00
ee_0000088,ec_0001,cust_001532,sent,2024-06-01T10:00:00
ee_0000089,ec_0001,cust_009262,sent,2024-06-01T10:00:00
ee_0000090,ec_0001,cust_009262,opened,2024-06-01T15:00:00
ee_0000091,ec_0001,cust_021078,sent,2024-06-01T10:00:00
ee_0000092,ec_0001,cust_018015,sent,2024-06-01T10:00:00
ee_0000093,ec_0001,cust_006273,sent,2024-06-01T10:00:00
ee_0000094,ec_0001,cust_006273,opened,2024-06-01T11:00:00
ee_0000095,ec_0001,cust_013076,sent,2024-06-01T10:00:00
ee_0000096,ec_0001,cust_019494,sent,2024-06-01T10:00:00
ee_0000097,ec_0001,cust_017235,sent,2024-06-01T10:00:00
ee_0000098,ec_0001,cust_017235,opened,2024-06-01T10:00:00
ee_0000099,ec_0001,cust_011467,sent,2024-06-01T10:00:00
ee_0000100,ec_0001,cust_021423,sent,2024-06-01T10:00:00
ee_0000101,ec_0001,cust_021423,opened,2024-06-01T15:00:00
ee_0000102,ec_0001,cust_010395,sent,2024-06-01T10:00:00
ee_0000103,ec_0001,cust_002550,sent,2024-06-01T10:00:00
ee_0000104,ec_0001,cust_010441,sent,2024-06-01T10:00:00
ee_0000105,ec_0001,cust_018148,sent,2024-06-01T10:00:00
ee_0000106,ec_0001,cust_000367,sent,2024-06-01T10:00:00
ee_0000107,ec_0001,cust_014647,sent,2024-06-01T10:00:00
ee_0000108,ec_0001,cust_013871,sent,2024-06-01T10:00:00
ee_0000109,ec_0001,cust_008496,sent,2024-06-01T10:00:00
ee_0000110,ec_0001,cust_005145,sent,2024-06-01T10:00:00
ee_0000111,ec_0001,cust_011500,sent,2024-06-01T10:00:00
ee_0000112,ec_0001,cust_001629,sent,2024-06-01T10:00:00
ee_0000113,ec_0001,cust_012734,sent,2024-06-01T10:00:00
ee_0000114,ec_0001,cust_011485,sent,2024-06-01T10:00:00
ee_0000115,ec_0001,cust_017630,sent,2024-06-01T10:00:00
ee_0000116,ec_0001,cust_018749,sent,2024-06-01T10:00:00
ee_0000117,ec_0001,cust_018749,opened,2024-06-01T20:00:00
ee_0000118,ec_0001,cust_018749,clicked,2024-06-01T18:30:00
ee_0000119,ec_0001,cust_000329,sent,2024-06-01T10:00:00
ee_0000120,ec_0001,cust_008626,sent,2024-06-01T10:00:00
ee_0000121,ec_0001,cust_003626,sent,2024-06-01T10:00:00
ee_0000122,ec_0001,cust_003626,opened,2024-06-01T21:00:00
ee_0000123,ec_0001,cust_016883,sent,2024-06-01T10:00:00
ee_0000124,ec_0001,cust_016883,opened,2024-06-01T13:00:00
ee_0000125,ec_0001,cust_011894,sent,2024-06-01T10:00:00
ee_0000126,ec_0001,cust_009296,sent,2024-06-01T10:00:00
ee_0000127,ec_0001,cust_003508,sent,2024-06-01T10:00:00
ee_0000128,ec_0001,cust_008485,sent,2024-06-01T10:00:00
ee_0000129,ec_0001,cust_006277,sent,2024-06-01T10:00:00
ee_0000130,ec_0001,cust_019091,sent,2024-06-01T10:00:00
ee_0000131,ec_0001,cust_009007,sent,2024-06-01T10:00:00
ee_0000132,ec_0001,cust_004320,sent,2024-06-01T10:00:00
ee_0000133,ec_0001,cust_005868,sent,2024-06-01T10:00:00
ee_0000134,ec_0001,cust_005984,sent,2024-06-01T10:00:00
ee_0000135,ec_0001,cust_022276,sent,2024-06-01T10:00:00
ee_0000136,ec_0001,cust_001312,sent,2024-06-01T10:00:00
ee_0000137,ec_0001,cust_000027,sent,2024-06-01T10:00:00
ee_0000138,ec_0001,cust_000027,opened,2024-06-01T21:00:00
ee_0000139,ec_0001,cust_011530,sent,2024-06-01T10:00:00
ee_0000140,ec_0001,cust_011668,sent,2024-06-01T10:00:00
ee_0000141,ec_0001,cust_005199,sent,2024-06-01T10:00:00
ee_0000142,ec_0001,cust_012401,sent,2024-06-01T10:00:00
ee_0000143,ec_0001,cust_009314,sent,2024-06-01T10:00:00
ee_0000144,ec_0001,cust_009314,opened,2024-06-01T19:00:00
ee_0000145,ec_0001,cust_019047,sent,2024-06-01T10:00:00
ee_0000146,ec_0001,cust_019047,opened,2024-06-01T13:00:00
ee_0000147,ec_0001,cust_002075,sent,2024-06-01T10:00:00
ee_0000148,ec_0001,cust_018313,sent,2024-06-01T10:00:00
ee_0000149,ec_0001,cust_018313,opened,2024-06-01T11:00:00
ee_0000150,ec_0001,cust_008641,sent,2024-06-01T10:00:00
ee_0000151,ec_0001,cust_008641,opened,2024-06-01T20:00:00
ee_0000152,ec_0001,cust_006330,sent,2024-06-01T10:00:00
ee_0000153,ec_0001,cust_006330,opened,2024-06-01T20:00:00
ee_0000154,ec_0001,cust_019537,sent,2024-06-01T10:00:00
ee_0000155,ec_0001,cust_013638,sent,2024-06-01T10:00:00
ee_0000156,ec_0001,cust_001764,sent,2024-06-01T10:00:00
ee_0000157,ec_0001,cust_010151,sent,2024-06-01T10:00:00
ee_0000158,ec_0001,cust_011255,sent,2024-06-01T10:00:00
ee_0000159,ec_0001,cust_000637,sent,2024-06-01T10:00:00
ee_0000160,ec_0001,cust_007969,sent,2024-06-01T10:00:00
ee_0000161,ec_0001,cust_017071,sent,2024-06-01T10:00:00
ee_0000162,ec_0001,cust_017071,opened,2024-06-01T18:00:00
ee_0000163,ec_0001,cust_016120,sent,2024-06-01T10:00:00
ee_0000164,ec_0001,cust_016120,opened,2024-06-01T20:00:00
ee_0000165,ec_0001,cust_014486,sent,2024-06-01T10:00:00
ee_0000166,ec_0001,cust_006957,sent,2024-06-01T10:00:00
ee_0000167,ec_0001,cust_008311,sent,2024-06-01T10:00:00
ee_0000168,ec_0001,cust_008311,opened,2024-06-01T18:00:00
ee_0000169,ec_0001,cust_000115,sent,2024-06-01T10:00:00
ee_0000170,ec_0001,cust_019925,sent,2024-06-01T10:00:00
ee_0000171,ec_0001,cust_003096,sent,2024-06-01T10:00:00
ee_0000172,ec_0001,cust_001410,sent,2024-06-01T10:00:00
ee_0000173,ec_0001,cust_005418,sent,2024-06-01T10:00:00
ee_0000174,ec_0001,cust_005418,opened,2024-06-01T15:00:00
ee_0000175,ec_0001,cust_017836,sent,2024-06-01T10:00:00
ee_0000176,ec_0001,cust_017836,opened,2024-06-01T19:00:00
ee_0000177,ec_0001,cust_009064,sent,2024-06-01T10:00:00
ee_0000178,ec_0001,cust_001985,sent,2024-06-01T10:00:00
ee_0000179,ec_0001,cust_001130,sent,2024-06-01T10:00:00
ee_0000180,ec_0001,cust_020526,sent,2024-06-01T10:00:00
ee_0000181,ec_0001,cust_020526,opened,2024-06-01T19:00:00
ee_0000182,ec_0001,cust_011969,sent,2024-06-01T10:00:00
ee_0000183,ec_0001,cust_011969,opened,2024-06-01T12:00:00
ee_0000184,ec_0001,cust_005642,sent,2024-06-01T10:00:00
ee_0000185,ec_0001,cust_013215,sent,2024-06-01T10:00:00
ee_0000186,ec_0001,cust_013215,opened,2024-06-01T16:00:00
ee_0000187,ec_0001,cust_005268,sent,2024-06-01T10:00:00
ee_0000188,ec_0001,cust_003837,sent,2024-06-01T10:00:00
ee_0000189,ec_0001,cust_003837,opened,2024-06-01T16:00:00
ee_0000190,ec_0001,cust_001420,sent,2024-06-01T10:00:00
ee_0000191,ec_0001,cust_001420,opened,2024-06-01T11:00:00
ee_0000192,ec_0001,cust_001420,clicked,2024-06-01T19:30:00
ee_0000193,ec_0001,cust_003011,sent,2024-06-01T10:00:00
ee_0000194,ec_0001,cust_003011,opened,2024-06-01T16:00:00
ee_0000195,ec_0001,cust_012195,sent,2024-06-01T10:00:00
ee_0000196,ec_0001,cust_003520,sent,2024-06-01T10:00:00
ee_0000197,ec_0001,cust_011297,sent,2024-06-01T10:00:00
ee_0000198,ec_0001,cust_011297,opened,2024-06-01T14:00:00
ee_0000199,ec_0001,cust_012283,sent,2024-06-01T10:00:00
ee_0000200,ec_0001,cust_017435,sent,2024-06-01T10:00:00
ee_0000201,ec_0001,cust_000285,sent,2024-06-01T10:00:00
ee_0000202,ec_0001,cust_006766,sent,2024-06-01T10:00:00
ee_0000203,ec_0001,cust_017864,sent,2024-06-01T10:00:00
ee_0000204,ec_0001,cust_007623,sent,2024-06-01T10:00:00
ee_0000205,ec_0001,cust_013830,sent,2024-06-01T10:00:00
ee_0000206,ec_0001,cust_000913,sent,2024-06-01T10:00:00
ee_0000207,ec_0001,cust_000913,opened,2024-06-01T12:00:00
ee_0000208,ec_0001,cust_015251,sent,2024-06-01T10:00:00
ee_0000209,ec_0001,cust_015251,opened,2024-06-01T12:00:00
ee_0000210,ec_0001,cust_008344,sent,2024-06-01T10:00:00
ee_0000211,ec_0001,cust_010273,sent,2024-06-01T10:00:00
ee_0000212,ec_0001,cust_010273,opened,2024-06-01T21:00:00
ee_0000213,ec_0001,cust_008915,sent,2024-06-01T10:00:00
ee_0000214,ec_0001,cust_008329,sent,2024-06-01T10:00:00
ee_0000215,ec_0001,cust_001774,sent,2024-06-01T10:00:00
ee_0000216,ec_0001,cust_009317,sent,2024-06-01T10:00:00
ee_0000217,ec_0001,cust_009317,opened,2024-06-01T13:00:00
ee_0000218,ec_0001,cust_016626,sent,2024-06-01T10:00:00
ee_0000219,ec_0001,cust_007646,sent,2024-06-01T10:00:00
ee_0000220,ec_0001,cust_008468,sent,2024-06-01T10:00:00
ee_0000221,ec_0001,cust_021332,sent,2024-06-01T10:00:00
ee_0000222,ec_0001,cust_008367,sent,2024-06-01T10:00:00
ee_0000223,ec_0001,cust_016384,sent,2024-06-01T10:00:00
ee_0000224,ec_0001,cust_016384,opened,2024-06-01T17:00:00
ee_0000225,ec_0001,cust_016384,clicked,2024-06-01T17:30:00
ee_0000226,ec_0001,cust_003399,sent,2024-06-01T10:00:00
ee_0000227,ec_0001,cust_003035,sent,2024-06-01T10:00:00
ee_0000228,ec_0001,cust_000973,sent,2024-06-01T10:00:00
ee_0000229,ec_0001,cust_005745,sent,2024-06-01T10:00:00
ee_0000230,ec_0001,cust_005745,opened,2024-06-01T16:00:00
ee_0000231,ec_0001,cust_005745,clicked,2024-06-01T15:30:00
ee_0000232,ec_0001,cust_020102,sent,2024-06-01T10:00:00
ee_0000233,ec_0001,cust_009566,sent,2024-06-01T10:00:00
ee_0000234,ec_0001,cust_015869,sent,2024-06-01T10:00:00
ee_0000235,ec_0001,cust_006078,sent,2024-06-01T10:00:00
ee_0000236,ec_0001,cust_018809,sent,2024-06-01T10:00:00
ee_0000237,ec_0001,cust_018809,opened,2024-06-01T16:00:00
ee_0000238,ec_0001,cust_007870,sent,2024-06-01T10:00:00
ee_0000239,ec_0001,cust_008052,sent,2024-06-01T10:00:00
ee_0000240,ec_0001,cust_017564,sent,2024-06-01T10:00:00
ee_0000241,ec_0001,cust_004159,sent,2024-06-01T10:00:00
ee_0000242,ec_0001,cust_006771,sent,2024-06-01T10:00:00
ee_0000243,ec_0001,cust_022350,sent,2024-06-01T10:00:00
ee_0000244,ec_0001,cust_016545,sent,2024-06-01T10:00:00
ee_0000245,ec_0001,cust_020563,sent,2024-06-01T10:00:00
ee_0000246,ec_0001,cust_020563,opened,2024-06-01T18:00:00
ee_0000247,ec_0001,cust_022293,sent,2024-06-01T10:00:00
ee_0000248,ec_0001,cust_018689,sent,2024-06-01T10:00:00
ee_0000249,ec_0001,cust_012373,sent,2024-06-01T10:00:00
ee_0000250,ec_0001,cust_012610,sent,2024-06-01T10:00:00
ee_0000251,ec_0001,cust_008281,sent,2024-06-01T10:00:00
ee_0000252,ec_0001,cust_013702,sent,2024-06-01T10:00:00
ee_0000253,ec_0001,cust_017963,sent,2024-06-01T10:00:00
ee_0000254,ec_0001,cust_017963,opened,2024-06-01T21:00:00
ee_0000255,ec_0001,cust_007370,sent,2024-06-01T10:00:00
ee_0000256,ec_0001,cust_007370,opened,2024-06-01T10:00:00
ee_0000257,ec_0001,cust_007370,clicked,2024-06-01T10:30:00
ee_0000258,ec_0001,cust_014679,sent,2024-06-01T10:00:00
ee_0000259,ec_0001,cust_006998,sent,2024-06-01T10:00:00
ee_0000260,ec_0001,cust_006998,opened,2024-06-01T10:00:00
ee_0000261,ec_0001,cust_017728,sent,2024-06-01T10:00:00
ee_0000262,ec_0001,cust_009204,sent,2024-06-01T10:00:00
ee_0000263,ec_0001,cust_001710,sent,2024-06-01T10:00:00
ee_0000264,ec_0001,cust_019703,sent,2024-06-01T10:00:00
ee_0000265,ec_0001,cust_019703,opened,2024-06-01T10:00:00
ee_0000266,ec_0001,cust_022198,sent,2024-06-01T10:00:00
ee_0000267,ec_0001,cust_014581,sent,2024-06-01T10:00:00
ee_0000268,ec_0001,cust_010776,sent,2024-06-01T10:00:00
ee_0000269,ec_0001,cust_019639,sent,2024-06-01T10:00:00
ee_0000270,ec_0001,cust_009766,sent,2024-06-01T10:00:00
ee_0000271,ec_0001,cust_009766,opened,2024-06-01T20:00:00
ee_0000272,ec_0001,cust_009766,clicked,2024-06-01T10:30:00
ee_0000273,ec_0001,cust_001777,sent,2024-06-01T10:00:00
ee_0000274,ec_0001,cust_019887,sent,2024-06-01T10:00:00
ee_0000275,ec_0001,cust_013446,sent,2024-06-01T10:00:00
ee_0000276,ec_0001,cust_013446,opened,2024-06-01T10:00:00
ee_0000277,ec_0001,cust_006919,sent,2024-06-01T10:00:00
ee_0000278,ec_0001,cust_000265,sent,2024-06-01T10:00:00
ee_0000279,ec_0001,cust_001726,sent,2024-06-01T10:00:00
ee_0000280,ec_0001,cust_007760,sent,2024-06-01T10:00:00
ee_0000281,ec_0001,cust_007760,opened,2024-06-01T17:00:00
ee_0000282,ec_0001,cust_007760,clicked,2024-06-01T19:30:00
ee_0000283,ec_0001,cust_002170,sent,2024-06-01T10:00:00
ee_0000284,ec_0001,cust_002170,opened,2024-06-01T10:00:00
ee_0000285,ec_0001,cust_016881,sent,2024-06-01T10:00:00
ee_0000286,ec_0001,cust_016881,opened,2024-06-01T11:00:00
ee_0000287,ec_0001,cust_002611,sent,2024-06-01T10:00:00
ee_0000288,ec_0001,cust_013178,sent,2024-06-01T10:00:00
ee_0000289,ec_0001,cust_012443,sent,2024-06-01T10:00:00
ee_0000290,ec_0001,cust_012443,opened,2024-06-01T13:00:00
ee_0000291,ec_0001,cust_010163,sent,2024-06-01T10:00:00
ee_0000292,ec_0001,cust_007632,sent,2024-06-01T10:00:00
ee_0000293,ec_0001,cust_018017,sent,2024-06-01T10:00:00
ee_0000294,ec_0001,cust_015580,sent,2024-06-01T10:00:00
ee_0000295,ec_0001,cust_008690,sent,2024-06-01T10:00:00
ee_0000296,ec_0001,cust_006376,sent,2024-06-01T10:00:00
ee_0000297,ec_0001,cust_006376,opened,2024-06-01T16:00:00
ee_0000298,ec_0001,cust_009601,sent,2024-06-01T10:00:00
ee_0000299,ec_0001,cust_002711,sent,2024-06-01T10:00:00
ee_0000300,ec_0001,cust_005248,sent,2024-06-01T10:00:00
ee_0000301,ec_0001,cust_005248,opened,2024-06-01T12:00:00
ee_0000302,ec_0001,cust_018572,sent,2024-06-01T10:00:00
ee_0000303,ec_0001,cust_002345,sent,2024-06-01T10:00:00
ee_0000304,ec_0001,cust_021411,sent,2024-06-01T10:00:00
ee_0000305,ec_0001,cust_011006,sent,2024-06-01T10:00:00
ee_0000306,ec_0001,cust_012177,sent,2024-06-01T10:00:00
ee_0000307,ec_0001,cust_018577,sent,2024-06-01T10:00:00
ee_0000308,ec_0001,cust_019736,sent,2024-06-01T10:00:00
ee_0000309,ec_0001,cust_005048,sent,2024-06-01T10:00:00
ee_0000310,ec_0001,cust_001274,sent,2024-06-01T10:00:00
ee_0000311,ec_0001,cust_010269,sent,2024-06-01T10:00:00
ee_0000312,ec_0001,cust_006222,sent,2024-06-01T10:00:00
ee_0000313,ec_0001,cust_020936,sent,2024-06-01T10:00:00
ee_0000314,ec_0001,cust_001826,sent,2024-06-01T10:00:00
ee_0000315,ec_0001,cust_018219,sent,2024-06-01T10:00:00
ee_0000316,ec_0001,cust_003847,sent,2024-06-01T10:00:00
ee_0000317,ec_0001,cust_004037,sent,2024-06-01T10:00:00
ee_0000318,ec_0001,cust_004037,opened,2024-06-01T20:00:00
ee_0000319,ec_0001,cust_014971,sent,2024-06-01T10:00:00
ee_0000320,ec_0001,cust_020889,sent,2024-06-01T10:00:00
ee_0000321,ec_0001,cust_004231,sent,2024-06-01T10:00:00
ee_0000322,ec_0001,cust_009598,sent,2024-06-01T10:00:00
ee_0000323,ec_0001,cust_009598,opened,2024-06-01T13:00:00
ee_0000324,ec_0001,cust_008188,sent,2024-06-01T10:00:00
ee_0000325,ec_0001,cust_015368,sent,2024-06-01T10:00:00
ee_0000326,ec_0001,cust_002773,sent,2024-06-01T10:00:00
ee_0000327,ec_0001,cust_014132,sent,2024-06-01T10:00:00
ee_0000328,ec_0001,cust_006824,sent,2024-06-01T10:00:00
ee_0000329,ec_0001,cust_005238,sent,2024-06-01T10:00:00
ee_0000330,ec_0001,cust_009335,sent,2024-06-01T10:00:00
ee_0000331,ec_0001,cust_009335,opened,2024-06-01T17:00:00
ee_0000332,ec_0001,cust_000475,sent,2024-06-01T10:00:00
ee_0000333,ec_0001,cust_020258,sent,2024-06-01T10:00:00
ee_0000334,ec_0001,cust_011800,sent,2024-06-01T10:00:00
ee_0000335,ec_0001,cust_011800,opened,2024-06-01T17:00:00
ee_0000336,ec_0001,cust_021499,sent,2024-06-01T10:00:00
ee_0000337,ec_0001,cust_021499,opened,2024-06-01T18:00:00
ee_0000338,ec_0001,cust_021499,clicked,2024-06-01T14:30:00
ee_0000339,ec_0001,cust_010662,sent,2024-06-01T10:00:00
ee_0000340,ec_0001,cust_008265,sent,2024-06-01T10:00:00
ee_0000341,ec_0001,cust_008265,opened,2024-06-01T12:00:00
ee_0000342,ec_0001,cust_000437,sent,2024-06-01T10:00:00
ee_0000343,ec_0001,cust_018637,sent,2024-06-01T10:00:00
ee_0000344,ec_0001,cust_018637,opened,2024-06-01T11:00:00
ee_0000345,ec_0001,cust_014029,sent,2024-06-01T10:00:00
ee_0000346,ec_0001,cust_002744,sent,2024-06-01T10:00:00
ee_0000347,ec_0001,cust_018076,sent,2024-06-01T10:00:00
ee_0000348,ec_0001,cust_019019,sent,2024-06-01T10:00:00
ee_0000349,ec_0001,cust_019019,opened,2024-06-01T10:00:00
ee_0000350,ec_0001,cust_017533,sent,2024-06-01T10:00:00
ee_0000351,ec_0001,cust_020116,sent,2024-06-01T10:00:00
ee_0000352,ec_0001,cust_020116,opened,2024-06-01T20:00:00
ee_0000353,ec_0001,cust_002762,sent,2024-06-01T10:00:00
ee_0000354,ec_0001,cust_014876,sent,2024-06-01T10:00:00
ee_0000355,ec_0001,cust_014876,opened,2024-06-01T14:00:00
ee_0000356,ec_0001,cust_019246,sent,2024-06-01T10:00:00
ee_0000357,ec_0001,cust_005554,sent,2024-06-01T10:00:00
ee_0000358,ec_0001,cust_007421,sent,2024-06-01T10:00:00
ee_0000359,ec_0001,cust_007421,opened,2024-06-01T21:00:00
ee_0000360,ec_0001,cust_008278,sent,2024-06-01T10:00:00
ee_0000361,ec_0001,cust_002292,sent,2024-06-01T10:00:00
ee_0000362,ec_0001,cust_002292,opened,2024-06-01T21:00:00
ee_0000363,ec_0001,cust_002292,clicked,2024-06-01T14:30:00
ee_0000364,ec_0001,cust_008734,sent,2024-06-01T10:00:00
ee_0000365,ec_0001,cust_008734,opened,2024-06-01T12:00:00
ee_0000366,ec_0001,cust_000362,sent,2024-06-01T10:00:00
ee_0000367,ec_0001,cust_000362,opened,2024-06-01T12:00:00
ee_0000368,ec_0001,cust_011472,sent,2024-06-01T10:00:00
ee_0000369,ec_0001,cust_011472,opened,2024-06-01T18:00:00
ee_0000370,ec_0001,cust_012427,sent,2024-06-01T10:00:00
ee_0000371,ec_0001,cust_018751,sent,2024-06-01T10:00:00
ee_0000372,ec_0001,cust_022105,sent,2024-06-01T10:00:00
ee_0000373,ec_0001,cust_017340,sent,2024-06-01T10:00:00
ee_0000374,ec_0001,cust_013909,sent,2024-06-01T10:00:00
ee_0000375,ec_0001,cust_008898,sent,2024-06-01T10:00:00
ee_0000376,ec_0001,cust_007824,sent,2024-06-01T10:00:00
ee_0000377,ec_0001,cust_019082,sent,2024-06-01T10:00:00
ee_0000378,ec_0001,cust_019082,opened,2024-06-01T10:00:00
ee_0000379,ec_0001,cust_019938,sent,2024-06-01T10:00:00
ee_0000380,ec_0001,cust_005059,sent,2024-06-01T10:00:00
ee_0000381,ec_0001,cust_003162,sent,2024-06-01T10:00:00
ee_0000382,ec_0001,cust_019828,sent,2024-06-01T10:00:00
ee_0000383,ec_0001,cust_013602,sent,2024-06-01T10:00:00
ee_0000384,ec_0001,cust_013091,sent,2024-06-01T10:00:00
ee_0000385,ec_0001,cust_005538,sent,2024-06-01T10:00:00
ee_0000386,ec_0001,cust_021126,sent,2024-06-01T10:00:00
ee_0000387,ec_0001,cust_021126,opened,2024-06-01T15:00:00
ee_0000388,ec_0001,cust_012498,sent,2024-06-01T10:00:00
ee_0000389,ec_0001,cust_016944,sent,2024-06-01T10:00:00
ee_0000390,ec_0001,cust_020647,sent,2024-06-01T10:00:00
ee_0000391,ec_0001,cust_012900,sent,2024-06-01T10:00:00
ee_0000392,ec_0001,cust_012900,opened,2024-06-01T20:00:00
ee_0000393,ec_0001,cust_012900,clicked,2024-06-01T16:30:00
ee_0000394,ec_0001,cust_019858,sent,2024-06-01T10:00:00
ee_0000395,ec_0001,cust_001744,sent,2024-06-01T10:00:00
ee_0000396,ec_0001,cust_002552,sent,2024-06-01T10:00:00
ee_0000397,ec_0001,cust_018432,sent,2024-06-01T10:00:00
ee_0000398,ec_0001,cust_021691,sent,2024-06-01T10:00:00
