refund_id,order_id,created_at,amount,reason,refund_line_items
ref_000127,ord_000973,2024-06-21T12:00:00,55.00,changed_mind,"[""var_000130""]"
ref_000128,ord_000991,2024-07-05T12:00:00,160.00,damaged_in_transit,"[""var_000078""]"
ref_000129,ord_000999,2024-06-23T12:00:00,52.00,size_too_large,"[""var_000166""]"
ref_000130,ord_001004,2024-07-10T12:00:00,50.00,damaged_in_transit,"[""var_000013""]"
ref_000131,ord_001012,2024-06-21T12:00:00,55.00,quality_issue,"[""var_000134""]"
ref_000132,ord_001018,2024-07-11T12:00:00,48.00,not_as_described,"[""var_000180""]"
ref_000133,ord_001020,2024-07-01T12:00:00,141.67,damaged_in_transit,"[""var_000113""]"
ref_000134,ord_001028,2024-06-21T12:00:00,55.00,quality_issue,"[""var_000126""]"
ref_000135,ord_001033,2024-06-22T12:00:00,50.00,size_too_small,"[""var_000012""]"
ref_000136,ord_001039,2024-07-06T12:00:00,40.00,changed_mind,"[""var_000146""]"
ref_000137,ord_001051,2024-07-06T12:00:00,58.00,changed_mind,"[""var_000187""]"
ref_000138,ord_001055,2024-07-10T12:00:00,48.00,damaged_in_transit,"[""var_000065""]"
ref_000139,ord_001085,2024-07-03T12:00:00,58.00,size_too_small,"[""var_000195""]"
ref_000140,ord_001090,2024-07-02T12:00:00,48.00,not_as_described,"[""var_000069""]"
ref_000141,ord_001091,2024-07-11T12:00:00,195.00,size_too_small,"[""var_000048""]"
ref_000142,ord_001097,2024-07-09T12:00:00,170.00,changed_mind,"[""var_000111""]"
ref_000143,ord_001100,2024-07-07T12:00:00,50.00,quality_issue,"[""var_000015""]"
ref_000144,ord_001106,2024-07-16T12:00:00,155.00,not_as_described,"[""var_000030""]"
ref_000145,ord_001115,2024-07-15T12:00:00,52.00,changed_mind,"[""var_000104""]"
ref_000146,ord_001145,2024-06-24T12:00:00,52.00,size_too_small,"[""var_000100""]"
ref_000147,ord_001161,2024-07-05T12:00:00,40.00,size_too_large,"[""var_000062""]"
ref_000148,ord_001170,2024-07-14T12:00:00,48.00,size_too_large,"[""var_000181""]"
ref_000149,ord_001171,2024-07-14T12:00:00,170.00,damaged_in_transit,"[""var_000112""]"
ref_000150,ord_001174,2024-07-16T12:00:00,145.00,quality_issue,"[""var_000142""]"
ref_000151,ord_001184,2024-06-25T12:00:00,45.00,damaged_in_transit,"[""var_000042""]"
ref_000152,ord_001188,2024-07-14T12:00:00,125.00,size_too_large,"[""var_000157""]"
ref_000153,ord_001192,2024-07-17T12:00:00,159.99,changed_mind,"[""var_000080""]"
ref_000154,ord_001197,2024-07-06T12:00:00,150.00,not_as_described,"[""var_000158""]"
ref_000155,ord_001198,2024-07-17T12:00:00,43.33,changed_mind,"[""var_000170""]"
ref_000156,ord_001225,2024-07-14T12:00:00,48.00,quality_issue,"[""var_000147""]"
ref_000157,ord_001227,2024-07-17T12:00:00,155.00,size_too_large,"[""var_000029""]"
ref_000158,ord_001255,2024-07-19T12:00:00,52.00,damaged_in_transit,"[""var_000160""]"
ref_000159,ord_001268,2024-07-13T12:00:00,58.00,changed_mind,"[""var_000189""]"
ref_000160,ord_001270,2024-07-18T12:00:00,52.00,size_too_small,"[""var_000163""]"
ref_000161,ord_001273,2024-07-09T12:00:00,52.00,changed_mind,"[""var_000173""]"
ref_000162,ord_001275,2024-07-17T12:00:00,116.67,changed_mind,"[""var_000096""]"
ref_000163,ord_001292,2024-07-12T12:00:00,155.00,size_too_small,"[""var_000028""]"
ref_000164,ord_001293,2024-06-29T12:00:00,155.00,changed_mind,"[""var_000024""]"
ref_000165,ord_001298,2024-07-17T12:00:00,162.50,size_too_large,"[""var_000047""]"
ref_000166,ord_001306,2024-07-05T12:00:00,140.00,damaged_in_transit,"[""var_000097""]"
ref_000167,ord_001318,2024-07-06T12:00:00,40.00,damaged_in_transit,"[""var_000060""]"
ref_000168,ord_001348,2024-07-12T12:00:00,195.00,size_too_large,"[""var_000052""]"
ref_000169,ord_001350,2024-07-20T12:00:00,195.00,size_too_small,"[""var_000048""]"
ref_000170,ord_001353,2024-07-01T12:00:00,55.00,damaged_in_transit,"[""var_000130""]"
ref_000171,ord_001355,2024-07-01T12:00:00,133.33,size_too_small,"[""var_000087""]"
ref_000172,ord_001359,2024-06-30T12:00:00,50.00,changed_mind,"[""var_000013""]"
ref_000173,ord_001360,2024-07-20T12:00:00,58.00,quality_issue,"[""var_000189""]"
ref_000174,ord_001361,2024-07-06T12:00:00,48.00,changed_mind,"[""var_000065""]"
ref_000175,ord_001362,2024-07-04T12:00:00,48.00,quality_issue,"[""var_000178""]"
ref_000176,ord_001378,2024-07-11T12:00:00,48.00,not_as_described,"[""var_000177""]"
ref_000177,ord_001392,2024-07-17T12:00:00,43.33,size_too_large,"[""var_000099""]"
ref_000178,ord_001394,2024-07-11T12:00:00,120.83,damaged_in_transit,"[""var_000204""]"
ref_000179,ord_001402,2024-07-07T12:00:00,55.00,changed_mind,"[""var_000133""]"
ref_000180,ord_001414,2024-07-10T12:00:00,48.00,damaged_in_transit,"[""var_000181""]"
ref_000181,ord_001415,2024-07-10T12:00:00,130.00,size_too_large,"[""var_000207""]"
ref_000182,ord_001420,2024-07-01T12:00:00,48.33,changed_mind,"[""var_000194""]"
ref_000183,ord_001423,2024-07-14T12:00:00,170.00,damaged_in_transit,"[""var_000113""]"
ref_000184,ord_001435,2024-07-17T12:00:00,40.00,damaged_in_transit,"[""var_000063""]"
ref_000185,ord_001443,2024-07-19T12:00:00,170.00,not_as_described,"[""var_000113""]"
ref_000186,ord_001458,2024-07-15T12:00:00,195.00,size_too_small,"[""var_000046""]"
ref_000187,ord_001477,2024-07-20T12:00:00,195.00,size_too_large,"[""var_000056""]"
ref_000188,ord_001485,2024-07-05T12:00:00,58.00,changed_mind,"[""var_000193""]"
ref_000189,ord_001493,2024-07-04T12:00:00,155.00,changed_mind,"[""var_000028""]"
ref_000190,ord_001494,2024-07-08T12:00:00,108.33,size_too_small,"[""var_000215""]"
ref_000191,ord_001510,2024-07-11T12:00:00,195.00,size_too_large,"[""var_000053""]"
ref_000192,ord_001528,2024-07-15T12:00:00,162.50,size_too_small,"[""var_000044""]"
ref_000193,ord_001538,2024-07-11T12:00:00,41.67,damaged_in_transit,"[""var_000007""]"
ref_000194,ord_001548,2024-07-13T12:00:00,48.33,not_as_described,"[""var_000194""]"
ref_000195,ord_001550,2024-07-07T12:00:00,55.00,not_as_described,"[""var_000129""]"
ref_000196,ord_001555,2024-07-15T12:00:00,170.00,not_as_described,"[""var_000114""]"
ref_000197,ord_001559,2024-07-09T12:00:00,125.00,damaged_in_transit,"[""var_000154""]"
ref_000198,ord_001562,2024-07-12T12:00:00,52.00,not_as_described,"[""var_000103""]"
ref_000199,ord_001570,2024-07-20T12:00:00,42.00,not_as_described,"[""var_000119""]"
ref_000200,ord_001574,2024-07-15T12:00:00,141.67,changed_mind,"[""var_000110""]"
ref_000201,ord_001575,2024-07-16T12:00:00,162.50,size_too_large,"[""var_000047""]"
ref_000202,ord_001578,2024-07-14T12:00:00,48.00,size_too_small,"[""var_000146""]"
ref_000203,ord_001581,2024-07-20T12:00:00,48.00,damaged_in_transit,"[""var_000181""]"
ref_000204,ord_001584,2024-07-04T12:00:00,50.00,not_as_described,"[""var_000011""]"
ref_000205,ord_001585,2024-07-20T12:00:00,55.00,damaged_in_transit,"[""var_000132""]"
ref_000206,ord_001599,2024-07-10T12:00:00,48.00,changed_mind,"[""var_000064""]"
ref_000207,ord_001601,2024-07-26T12:00:00,55.00,changed_mind,"[""var_000129""]"
ref_000208,ord_001602,2024-07-18T12:00:00,150.00,size_too_large,"[""var_000153""]"
ref_000209,ord_001616,2024-07-09T12:00:00,41.67,size_too_large,"[""var_000012""]"
ref_000210,ord_001618,2024-07-06T12:00:00,58.00,size_too_small,"[""var_000191""]"
ref_000211,ord_001622,2024-07-22T12:00:00,52.00,changed_mind,"[""var_000106""]"
ref_000212,ord_001624,2024-07-20T12:00:00,52.00,changed_mind,"[""var_000160""]"
ref_000213,ord_001669,2024-07-09T12:00:00,52.00,size_too_small,"[""var_000102""]"
ref_000214,ord_001673,2024-07-28T12:00:00,141.67,not_as_described,"[""var_000117""]"
ref_000215,ord_001682,2024-07-18T12:00:00,43.33,size_too_small,"[""var_000102""]"
ref_000216,ord_001686,2024-07-26T12:00:00,150.00,not_as_described,"[""var_000152""]"
ref_000217,ord_001691,2024-07-15T12:00:00,55.00,damaged_in_transit,"[""var_000133""]"
ref_000218,ord_001694,2024-07-10T12:00:00,195.00,size_too_small,"[""var_000048""]"
ref_000219,ord_001701,2024-07-08T12:00:00,52.00,damaged_in_transit,"[""var_000101""]"
ref_000220,ord_001704,2024-07-22T12:00:00,195.00,size_too_large,"[""var_000048""]"
ref_000221,ord_001727,2024-07-15T12:00:00,58.00,changed_mind,"[""var_000188""]"
ref_000222,ord_001751,2024-07-28T12:00:00,52.00,not_as_described,"[""var_000105""]"
ref_000223,ord_001758,2024-07-11T12:00:00,162.50,size_too_small,"[""var_000047""]"
ref_000224,ord_001763,2024-07-28T12:00:00,55.00,damaged_in_transit,"[""var_000132""]"
ref_000225,ord_001767,2024-07-12T12:00:00,52.00,size_too_small,"[""var_000163""]"
ref_000226,ord_001771,2024-07-29T12:00:00,195.00,size_too_small,"[""var_000048""]"
ref_000227,ord_001775,2024-07-16T12:00:00,57.99,size_too_small,"[""var_000193""]"
ref_000228,ord_001791,2024-07-26T12:00:00,48.00,changed_mind,"[""var_000182""]"
ref_000229,ord_001797,2024-07-19T12:00:00,48.00,changed_mind,"[""var_000147""]"
ref_000230,ord_001800,2024-07-14T12:00:00,135.00,changed_mind,"[""var_000040""]"
ref_000231,ord_001814,2024-07-20T12:00:00,48.00,quality_issue,"[""var_000070""]"
ref_000232,ord_001817,2024-07-11T12:00:00,145.00,damaged_in_transit,"[""var_000143""]"
ref_000233,ord_001819,2024-07-11T12:00:00,140.00,quality_issue,"[""var_000093""]"
ref_000234,ord_001824,2024-07-24T12:00:00,41.67,damaged_in_transit,"[""var_000013""]"
ref_000235,ord_001825,2024-07-11T12:00:00,195.00,size_too_small,"[""var_000057""]"
ref_000236,ord_001836,2024-07-20T12:00:00,48.00,quality_issue,"[""var_000183""]"
ref_000237,ord_001840,2024-07-10T12:00:00,130.00,damaged_in_transit,"[""var_000215""]"
ref_000238,ord_001841,2024-07-17T12:00:00,129.17,not_as_described,"[""var_000019""]"
ref_000239,ord_001842,2024-07-14T12:00:00,58.00,quality_issue,"[""var_000189""]"
ref_000240,ord_001851,2024-07-30T12:00:00,155.00,not_as_described,"[""var_000029""]"
ref_000241,ord_001877,2024-07-16T12:00:00,48.00,quality_issue,"[""var_000186""]"
ref_000242,ord_001886,2024-08-02T12:00:00,170.00,damaged_in_transit,"[""var_000109""]"
ref_000243,ord_001909,2024-07-28T12:00:00,43.33,damaged_in_transit,"[""var_000167""]"
ref_000244,ord_001912,2024-07-24T12:00:00,145.00,size_too_large,"[""var_000138""]"
ref_000245,ord_001941,2024-07-15T12:00:00,162.50,size_too_small,"[""var_000051""]"
ref_000246,ord_001946,2024-07-12T12:00:00,43.33,quality_issue,"[""var_000099""]"
ref_000247,ord_001951,2024-07-14T12:00:00,48.00,size_too_large,"[""var_000064""]"
ref_000248,ord_001956,2024-07-28T12:00:00,150.00,changed_mind,"[""var_000154""]"
ref_000249,ord_001960,2024-07-19T12:00:00,35.00,size_too_small,"[""var_000118""]"
ref_000250,ord_001967,2024-07-14T12:00:00,41.67,not_as_described,"[""var_000005""]"
ref_000251,ord_001972,2024-07-28T12:00:00,43.33,not_as_described,"[""var_000170""]"
ref_000252,ord_001994,2024-07-25T12:00:00,140.01,size_too_large,"[""var_000090""]"
ref_000253,ord_002005,2024-07-28T12:00:00,195.00,size_too_small,"[""var_000050""]"
ref_000254,ord_002016,2024-07-19T12:00:00,40.00,not_as_described,"[""var_000184""]"
ref_000255,ord_002029,2024-07-19T12:00:00,52.00,damaged_in_transit,"[""var_000098""]"
ref_000256,ord_002036,2024-07-24T12:00:00,48.00,not_as_described,"[""var_000177""]"
ref_000257,ord_002045,2024-07-21T12:00:00,40.00,quality_issue,"[""var_000066""]"
ref_000258,ord_002048,2024-07-28T12:00:00,40.00,quality_issue,"[""var_000180""]"
ref_000259,ord_002049,2024-07-30T12:00:00,52.00,changed_mind,"[""var_000103""]"
ref_000260,ord_002050,2024-07-24T12:00:00,43.33,not_as_described,"[""var_000167""]"
ref_000261,ord_002051,2024-07-24T12:00:00,195.00,size_too_small,"[""var_000051""]"
ref_000262,ord_002072,2024-07-30T12:00:00,41.67,quality_issue,"[""var_000005""]"
ref_000263,ord_002073,2024-08-07T12:00:00,40.00,not_as_described,"[""var_000069""]"
ref_000264,ord_002088,2024-07-17T12:00:00,155.00,quality_issue,"[""var_000026""]"
ref_000265,ord_002098,2024-08-05T12:00:00,160.00,damaged_in_transit,"[""var_000083""]"
ref_000266,ord_002105,2024-07-20T12:00:00,120.83,damaged_in_transit,"[""var_000201""]"
ref_000267,ord_002116,2024-08-05T12:00:00,45.00,size_too_large,"[""var_000042""]"
ref_000268,ord_002149,2024-07-17T12:00:00,195.00,size_too_small,"[""var_000045""]"
ref_000269,ord_002150,2024-07-23T12:00:00,145.00,size_too_large,"[""var_000143""]"
ref_000270,ord_002153,2024-07-28T12:00:00,135.00,not_as_described,"[""var_000032""]"
ref_000271,ord_002162,2024-07-19T12:00:00,48.00,quality_issue,"[""var_000186""]"
ref_000272,ord_002169,2024-07-30T12:00:00,45.83,quality_issue,"[""var_000133""]"
ref_000273,ord_002170,2024-07-29T12:00:00,170.00,changed_mind,"[""var_000116""]"
ref_000274,ord_002177,2024-08-04T12:00:00,145.00,quality_issue,"[""var_000203""]"
ref_000275,ord_002181,2024-07-22T12:00:00,195.00,size_too_large,"[""var_000050""]"
ref_000276,ord_002213,2024-07-20T12:00:00,40.00,quality_issue,"[""var_000059""]"
ref_000277,ord_002234,2024-07-19T12:00:00,52.00,not_as_described,"[""var_000163""]"
ref_000278,ord_002237,2024-08-02T12:00:00,48.00,size_too_large,"[""var_000148""]"
ref_000279,ord_002256,2024-07-25T12:00:00,145.00,size_too_small,"[""var_000145""]"
ref_000280,ord_002258,2024-07-21T12:00:00,130.00,size_too_small,"[""var_000216""]"
ref_000281,ord_002261,2024-08-04T12:00:00,195.00,size_too_large,"[""var_000057""]"
ref_000282,ord_002264,2024-08-10T12:00:00,41.67,changed_mind,"[""var_000015""]"
ref_000283,ord_002283,2024-08-11T12:00:00,58.00,changed_mind,"[""var_000189""]"
ref_000284,ord_002287,2024-07-22T12:00:00,52.00,changed_mind,"[""var_000098""]"
ref_000285,ord_002305,2024-08-06T12:00:00,43.33,changed_mind,"[""var_000106""]"
ref_000286,ord_002306,2024-07-22T12:00:00,150.00,quality_issue,"[""var_000155""]"
ref_000287,ord_002329,2024-07-27T12:00:00,48.00,size_too_large,"[""var_000061""]"
ref_000288,ord_002334,2024-07-24T12:00:00,48.33,quality_issue,"[""var_000191""]"
ref_000289,ord_002342,2024-07-24T12:00:00,125.00,size_too_small,"[""var_000156""]"
ref_000290,ord_002346,2024-07-30T12:00:00,162.50,size_too_large,"[""var_000051""]"
ref_000291,ord_002351,2024-08-10T12:00:00,130.00,damaged_in_transit,"[""var_000213""]"
ref_000292,ord_002370,2024-08-14T12:00:00,58.00,quality_issue,"[""var_000193""]"
ref_000293,ord_002372,2024-08-09T12:00:00,160.00,not_as_described,"[""var_000073""]"
ref_000294,ord_002373,2024-08-10T12:00:00,145.00,not_as_described,"[""var_000139""]"
ref_000295,ord_002375,2024-08-03T12:00:00,159.99,changed_mind,"[""var_000087""]"
ref_000296,ord_002387,2024-08-05T12:00:00,37.50,size_too_small,"[""var_000043""]"
ref_000297,ord_002391,2024-07-28T12:00:00,52.00,changed_mind,"[""var_000164""]"
ref_000298,ord_002403,2024-08-08T12:00:00,44.00,not_as_described,"[""var_000174""]"
ref_000299,ord_002406,2024-08-04T12:00:00,40.00,changed_mind,"[""var_000180""]"
ref_000300,ord_002413,2024-08-09T12:00:00,52.00,changed_mind,"[""var_000101""]"
