line_item_id,order_id,variant_id,product_id,title,quantity,price,total_discount
li_0000079,ord_000051,var_000128,prod_00012,Heritage Tee - Washed Black / M,1,45.83,0
li_0000080,ord_000052,var_000139,prod_00013,Utility Sweatpants - Sage / L,1,120.83,12.08
li_0000081,ord_000053,var_000119,prod_00011,Script Cap - Faded Olive / ONE,1,35.00,5.25
li_0000082,ord_000054,var_000107,prod_00009,Arch Logo Tee - Vintage Cream / XL,1,43.33,0
li_0000083,ord_000054,var_000043,prod_00004,Logo Cap - Deep Navy / ONE,1,37.50,0
li_0000084,ord_000055,var_000026,prod_00002,Classic Hoodie - Charcoal / XS,1,129.17,0
li_0000085,ord_000055,var_000152,prod_00015,Track Hoodie - Washed Black / L,1,125.00,0
li_0000086,ord_000056,var_000099,prod_00009,Arch Logo Tee - Washed Black / S,1,43.33,6.50
li_0000087,ord_000057,var_000121,prod_00012,Heritage Tee - Deep Navy / XS,1,45.83,10.00
li_0000088,ord_000058,var_000145,prod_00013,Utility Sweatpants - Charcoal / XL,1,120.83,0
li_0000089,ord_000059,var_000127,prod_00012,Heritage Tee - Washed Black / S,1,45.83,0
li_0000090,ord_000060,var_000001,prod_00001,Essential Tee - Washed Black / XS,1,41.67,0
li_0000091,ord_000061,var_000097,prod_00008,Slim Sweatpants - Deep Navy / XL,1,116.67,0
li_0000092,ord_000061,var_000106,prod_00009,Arch Logo Tee - Vintage Cream / L,1,43.33,0
li_0000093,ord_000062,var_000069,prod_00006,Staple Tee - Deep Navy / S,1,40.00,0
li_0000094,ord_000062,var_000158,prod_00015,Track Hoodie - Vintage Cream / XL,1,125.00,0
li_0000095,ord_000062,var_000041,prod_00004,Logo Cap - Washed Black / ONE,1,37.50,0
li_0000096,ord_000062,var_000109,prod_00010,Heavyweight Hoodie - Charcoal / S,1,141.67,0
li_0000097,ord_000063,var_000030,prod_00002,Classic Hoodie - Charcoal / XL,1,129.17,0
li_0000098,ord_000064,var_000042,prod_00004,Logo Cap - Vintage Cream / ONE,1,37.50,0
li_0000099,ord_000065,var_000117,prod_00010,Heavyweight Hoodie - Washed Black / XL,1,141.67,0
li_0000100,ord_000066,var_000121,prod_00012,Heritage Tee - Deep Navy / XS,1,45.83,0
li_0000101,ord_000066,var_000099,prod_00009,Arch Logo Tee - Washed Black / S,1,43.33,0
li_0000102,ord_000067,var_000017,prod_00002,Classic Hoodie - Washed Black / S,1,129.17,7.38
li_0000103,ord_000067,var_000135,prod_00012,Heritage Tee - Vintage Cream / XL,1,45.83,2.62
li_0000104,ord_000068,var_000004,prod_00001,Essential Tee - Washed Black / L,1,41.67,4.17
li_0000105,ord_000069,var_000004,prod_00001,Essential Tee - Washed Black / L,1,41.67,0
li_0000106,ord_000069,var_000044,prod_00005,Court Trainer - Off-White / UK6,1,162.50,0
li_0000107,ord_000070,var_000130,prod_00012,Heritage Tee - Washed Black / XL,1,45.83,0
li_0000108,ord_000071,var_000158,prod_00015,Track Hoodie - Vintage Cream / XL,1,125.00,10.00
li_0000109,ord_000072,var_000014,prod_00001,Essential Tee - Charcoal / L,1,41.67,0
li_0000110,ord_000073,var_000127,prod_00012,Heritage Tee - Washed Black / S,1,45.83,0
li_0000111,ord_000074,var_000126,prod_00012,Heritage Tee - Washed Black / XS,1,45.83,6.87
li_0000112,ord_000074,var_000063,prod_00006,Staple Tee - Sage / XS,1,40.00,6.00
li_0000113,ord_000075,var_000070,prod_00006,Staple Tee - Deep Navy / M,1,40.00,0
li_0000114,ord_000076,var_000014,prod_00001,Essential Tee - Charcoal / L,1,41.67,0
li_0000115,ord_000076,var_000015,prod_00001,Essential Tee - Charcoal / XL,1,41.67,0
li_0000116,ord_000077,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,6.50
li_0000117,ord_000077,var_000070,prod_00006,Staple Tee - Deep Navy / M,1,40.00,6.00
li_0000118,ord_000078,var_000098,prod_00009,Arch Logo Tee - Washed Black / XS,1,43.33,0
li_0000119,ord_000079,var_000115,prod_00010,Heavyweight Hoodie - Washed Black / M,1,141.67,0
li_0000120,ord_000080,var_000071,prod_00006,Staple Tee - Deep Navy / L,1,40.00,0
li_0000121,ord_000081,var_000009,prod_00001,Essential Tee - Vintage Cream / L,1,41.67,4.17
li_0000122,ord_000081,var_000004,prod_00001,Essential Tee - Washed Black / L,1,41.67,4.17
li_0000123,ord_000082,var_000060,prod_00006,Staple Tee - Off-White / M,1,40.00,0
li_0000124,ord_000082,var_000007,prod_00001,Essential Tee - Vintage Cream / S,1,41.67,0
li_0000125,ord_000082,var_000101,prod_00009,Arch Logo Tee - Washed Black / L,1,43.33,0
li_0000126,ord_000083,var_000119,prod_00011,Script Cap - Faded Olive / ONE,1,35.00,0
li_0000127,ord_000084,var_000072,prod_00006,Staple Tee - Deep Navy / XL,1,40.00,0
li_0000128,ord_000084,var_000072,prod_00006,Staple Tee - Deep Navy / XL,1,40.00,0
li_0000129,ord_000085,var_000074,prod_00007,Relaxed Hoodie - Faded Olive / S,1,133.33,0
li_0000130,ord_000086,var_000085,prod_00007,Relaxed Hoodie - Off-White / M,1,133.33,0
li_0000131,ord_000086,var_000105,prod_00009,Arch Logo Tee - Vintage Cream / M,1,43.33,0
li_0000132,ord_000086,var_000059,prod_00006,Staple Tee - Off-White / S,1,40.00,0
li_0000133,ord_000087,var_000012,prod_00001,Essential Tee - Charcoal / S,1,41.67,0
li_0000134,ord_000087,var_000061,prod_00006,Staple Tee - Off-White / L,1,40.00,0
li_0000135,ord_000088,var_000154,prod_00015,Track Hoodie - Vintage Cream / XS,1,125.00,0
li_0000136,ord_000089,var_000050,prod_00005,Court Trainer - Off-White / UK12,1,162.50,0
li_0000137,ord_000090,var_000033,prod_00003,Everyday Sweatpants - Charcoal / M,1,112.50,16.88
li_0000138,ord_000091,var_000097,prod_00008,Slim Sweatpants - Deep Navy / XL,1,116.67,0
li_0000139,ord_000091,var_000125,prod_00012,Heritage Tee - Deep Navy / XL,1,45.83,0
li_0000140,ord_000091,var_000069,prod_00006,Staple Tee - Deep Navy / S,1,40.00,0
li_0000141,ord_000092,var_000045,prod_00005,Court Trainer - Off-White / UK7,1,162.50,0
li_0000142,ord_000093,var_000001,prod_00001,Essential Tee - Washed Black / XS,1,41.67,0
li_0000143,ord_000094,var_000002,prod_00001,Essential Tee - Washed Black / S,1,41.67,0
li_0000144,ord_000095,var_000100,prod_00009,Arch Logo Tee - Washed Black / M,1,43.33,0
li_0000145,ord_000095,var_000100,prod_00009,Arch Logo Tee - Washed Black / M,1,43.33,0
li_0000146,ord_000095,var_000013,prod_00001,Essential Tee - Charcoal / M,1,41.67,0
li_0000147,ord_000095,var_000016,prod_00002,Classic Hoodie - Washed Black / XS,1,129.17,0
li_0000148,ord_000096,var_000100,prod_00009,Arch Logo Tee - Washed Black / M,1,43.33,0
li_0000149,ord_000096,var_000060,prod_00006,Staple Tee - Off-White / M,1,40.00,0
li_0000150,ord_000096,var_000147,prod_00014,Emblem Cap - Off-White / ONE,1,40.00,0
li_0000151,ord_000097,var_000014,prod_00001,Essential Tee - Charcoal / L,1,41.67,0
li_0000152,ord_000098,var_000020,prod_00002,Classic Hoodie - Washed Black / XL,1,129.17,0
li_0000153,ord_000098,var_000119,prod_00011,Script Cap - Faded Olive / ONE,1,35.00,0
li_0000154,ord_000099,var_000036,prod_00003,Everyday Sweatpants - Faded Olive / XS,1,112.50,0
li_0000155,ord_000100,var_000065,prod_00006,Staple Tee - Sage / M,1,40.00,0
li_0000156,ord_000101,var_000099,prod_00009,Arch Logo Tee - Washed Black / S,1,43.33,0
li_0000157,ord_000102,var_000054,prod_00005,Court Trainer - Washed Black / UK9,1,162.50,0
li_0000158,ord_000103,var_000068,prod_00006,Staple Tee - Deep Navy / XS,1,40.00,0
li_0000159,ord_000104,var_000154,prod_00015,Track Hoodie - Vintage Cream / XS,1,125.00,0
li_0000160,ord_000105,var_000106,prod_00009,Arch Logo Tee - Vintage Cream / L,1,43.33,0
li_0000161,ord_000106,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,0
li_0000162,ord_000106,var_000050,prod_00005,Court Trainer - Off-White / UK12,1,162.50,0
li_0000163,ord_000106,var_000005,prod_00001,Essential Tee - Washed Black / XL,1,41.67,0
li_0000164,ord_000107,var_000072,prod_00006,Staple Tee - Deep Navy / XL,1,40.00,0
li_0000165,ord_000107,var_000018,prod_00002,Classic Hoodie - Washed Black / M,1,129.17,0
li_0000166,ord_000107,var_000062,prod_00006,Staple Tee - Off-White / XL,1,40.00,0
li_0000167,ord_000107,var_000084,prod_00007,Relaxed Hoodie - Off-White / S,1,133.33,0
li_0000168,ord_000108,var_000050,prod_00005,Court Trainer - Off-White / UK12,1,162.50,24.38
li_0000169,ord_000109,var_000081,prod_00007,Relaxed Hoodie - Burgundy / L,1,133.33,0
li_0000170,ord_000110,var_000098,prod_00009,Arch Logo Tee - Washed Black / XS,1,43.33,0
li_0000171,ord_000111,var_000136,prod_00013,Utility Sweatpants - Sage / XS,1,120.83,0
li_0000172,ord_000112,var_000022,prod_00002,Classic Hoodie - Deep Navy / S,1,129.17,0
li_0000173,ord_000112,var_000071,prod_00006,Staple Tee - Deep Navy / L,1,40.00,0
li_0000174,ord_000113,var_000148,prod_00014,Emblem Cap - Sage / ONE,1,40.00,0
li_0000175,ord_000114,var_000084,prod_00007,Relaxed Hoodie - Off-White / S,1,133.33,0
li_0000176,ord_000115,var_000126,prod_00012,Heritage Tee - Washed Black / XS,1,45.83,0
li_0000177,ord_000115,var_000050,prod_00005,Court Trainer - Off-White / UK12,1,162.50,0
li_0000178,ord_000116,var_000101,prod_00009,Arch Logo Tee - Washed Black / L,1,43.33,0
li_0000179,ord_000117,var_000046,prod_00005,Court Trainer - Off-White / UK8,1,162.50,16.25
li_0000180,ord_000118,var_000044,prod_00005,Court Trainer - Off-White / UK6,1,162.50,0
li_0000181,ord_000119,var_000114,prod_00010,Heavyweight Hoodie - Washed Black / S,1,141.67,0
li_0000182,ord_000120,var_000064,prod_00006,Staple Tee - Sage / S,1,40.00,0
li_0000183,ord_000121,var_000076,prod_00007,Relaxed Hoodie - Faded Olive / L,1,133.33,0
li_0000184,ord_000122,var_000135,prod_00012,Heritage Tee - Vintage Cream / XL,1,45.83,0
li_0000185,ord_000123,var_000070,prod_00006,Staple Tee - Deep Navy / M,1,40.00,0
li_0000186,ord_000124,var_000069,prod_00006,Staple Tee - Deep Navy / S,1,40.00,0
li_0000187,ord_000124,var_000076,prod_00007,Relaxed Hoodie - Faded Olive / L,1,133.33,0
li_0000188,ord_000125,var_000088,prod_00008,Slim Sweatpants - Washed Black / XS,1,116.67,0
li_0000189,ord_000126,var_000066,prod_00006,Staple Tee - Sage / L,1,40.00,4.00
li_0000190,ord_000127,var_000149,prod_00015,Track Hoodie - Washed Black / XS,1,125.00,0
li_0000191,ord_000128,var_000068,prod_00006,Staple Tee - Deep Navy / XS,1,40.00,0
li_0000192,ord_000129,var_000060,prod_00006,Staple Tee - Off-White / M,1,40.00,0
li_0000193,ord_000130,var_000040,prod_00003,Everyday Sweatpants - Faded Olive / XL,1,112.50,0
li_0000194,ord_000131,var_000130,prod_00012,Heritage Tee - Washed Black / XL,1,45.83,10.00
li_0000195,ord_000132,var_000120,prod_00011,Script Cap - Burgundy / ONE,1,35.00,0
li_0000196,ord_000133,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,4.34
li_0000197,ord_000133,var_000107,prod_00009,Arch Logo Tee - Vintage Cream / XL,1,43.33,4.34
li_0000198,ord_000134,var_000120,prod_00011,Script Cap - Burgundy / ONE,1,35.00,0
li_0000199,ord_000134,var_000087,prod_00007,Relaxed Hoodie - Off-White / XL,1,133.33,0
li_0000200,ord_000134,var_000056,prod_00005,Court Trainer - Washed Black / UK11,1,162.50,0
li_0000201,ord_000134,var_000008,prod_00001,Essential Tee - Vintage Cream / M,1,41.67,0
li_0000202,ord_000135,var_000119,prod_00011,Script Cap - Faded Olive / ONE,1,35.00,0
li_0000203,ord_000136,var_000008,prod_00001,Essential Tee - Vintage Cream / M,1,41.67,0
li_0000204,ord_000137,var_000059,prod_00006,Staple Tee - Off-White / S,1,40.00,0
li_0000205,ord_000138,var_000141,prod_00013,Utility Sweatpants - Charcoal / XS,1,120.83,0
li_0000206,ord_000138,var_000009,prod_00001,Essential Tee - Vintage Cream / L,1,41.67,0
li_0000207,ord_000139,var_000076,prod_00007,Relaxed Hoodie - Faded Olive / L,1,133.33,0
li_0000208,ord_000140,var_000131,prod_00012,Heritage Tee - Vintage Cream / XS,1,45.83,0
li_0000209,ord_000140,var_000119,prod_00011,Script Cap - Faded Olive / ONE,1,35.00,0
li_0000210,ord_000141,var_000014,prod_00001,Essential Tee - Charcoal / L,1,41.67,0
li_0000211,ord_000142,var_000041,prod_00004,Logo Cap - Washed Black / ONE,1,37.50,0
li_0000212,ord_000143,var_000049,prod_00005,Court Trainer - Off-White / UK11,1,162.50,10.00
li_0000213,ord_000144,var_000087,prod_00007,Relaxed Hoodie - Off-White / XL,1,133.33,0
li_0000214,ord_000145,var_000140,prod_00013,Utility Sweatpants - Sage / XL,1,120.83,0
li_0000215,ord_000146,var_000041,prod_00004,Logo Cap - Washed Black / ONE,1,37.50,0
li_0000216,ord_000147,var_000117,prod_00010,Heavyweight Hoodie - Washed Black / XL,1,141.67,21.25
li_0000217,ord_000148,var_000099,prod_00009,Arch Logo Tee - Washed Black / S,1,43.33,0
li_0000218,ord_000149,var_000128,prod_00012,Heritage Tee - Washed Black / M,1,45.83,10.00
li_0000219,ord_000150,var_000148,prod_00014,Emblem Cap - Sage / ONE,1,40.00,0
li_0000220,ord_000151,var_000141,prod_00013,Utility Sweatpants - Charcoal / XS,1,120.83,0
li_0000221,ord_000151,var_000104,prod_00009,Arch Logo Tee - Vintage Cream / S,1,43.33,0
li_0000222,ord_000152,var_000098,prod_00009,Arch Logo Tee - Washed Black / XS,1,43.33,0
li_0000223,ord_000152,var_000056,prod_00005,Court Trainer - Washed Black / UK11,1,162.50,0
li_0000224,ord_000153,var_000036,prod_00003,Everyday Sweatpants - Faded Olive / XS,1,112.50,0
li_0000225,ord_000153,var_000068,prod_00006,Staple Tee - Deep Navy / XS,1,40.00,0
li_0000226,ord_000153,var_000133,prod_00012,Heritage Tee - Vintage Cream / M,1,45.83,0
li_0000227,ord_000153,var_000141,prod_00013,Utility Sweatpants - Charcoal / XS,1,120.83,0
li_0000228,ord_000154,var_000100,prod_00009,Arch Logo Tee - Washed Black / M,1,43.33,0
li_0000229,ord_000154,var_000003,prod_00001,Essential Tee - Washed Black / M,1,41.67,0
li_0000230,ord_000155,var_000040,prod_00003,Everyday Sweatpants - Faded Olive / XL,1,112.50,10.00
li_0000231,ord_000156,var_000006,prod_00001,Essential Tee - Vintage Cream / XS,1,41.67,10.00
li_0000232,ord_000157,var_000133,prod_00012,Heritage Tee - Vintage Cream / M,1,45.83,0
li_0000233,ord_000158,var_000155,prod_00015,Track Hoodie - Vintage Cream / S,1,125.00,0
li_0000234,ord_000158,var_000142,prod_00013,Utility Sweatpants - Charcoal / S,1,120.83,0
li_0000235,ord_000159,var_000128,prod_00012,Heritage Tee - Washed Black / M,1,45.83,0
li_0000236,ord_000160,var_000097,prod_00008,Slim Sweatpants - Deep Navy / XL,1,116.67,0
li_0000237,ord_000161,var_000084,prod_00007,Relaxed Hoodie - Off-White / S,1,133.33,13.33
li_0000238,ord_000162,var_000134,prod_00012,Heritage Tee - Vintage Cream / L,1,45.83,0
li_0000239,ord_000163,var_000004,prod_00001,Essential Tee - Washed Black / L,1,41.67,0
li_0000240,ord_000164,var_000123,prod_00012,Heritage Tee - Deep Navy / M,1,45.83,4.58
li_0000241,ord_000165,var_000015,prod_00001,Essential Tee - Charcoal / XL,1,41.67,0
li_0000242,ord_000166,var_000048,prod_00005,Court Trainer - Off-White / UK10,1,162.50,0
li_0000243,ord_000167,var_000109,prod_00010,Heavyweight Hoodie - Charcoal / S,1,141.67,14.17
li_0000244,ord_000168,var_000002,prod_00001,Essential Tee - Washed Black / S,1,41.67,0
li_0000245,ord_000169,var_000009,prod_00001,Essential Tee - Vintage Cream / L,1,41.67,0
li_0000246,ord_000170,var_000132,prod_00012,Heritage Tee - Vintage Cream / S,1,45.83,0
li_0000247,ord_000170,var_000157,prod_00015,Track Hoodie - Vintage Cream / L,1,125.00,0
li_0000248,ord_000170,var_000044,prod_00005,Court Trainer - Off-White / UK6,1,162.50,0
li_0000249,ord_000171,var_000098,prod_00009,Arch Logo Tee - Washed Black / XS,1,43.33,0
li_0000250,ord_000171,var_000051,prod_00005,Court Trainer - Washed Black / UK6,1,162.50,0
li_0000251,ord_000172,var_000090,prod_00008,Slim Sweatpants - Washed Black / M,1,116.67,0
li_0000252,ord_000173,var_000083,prod_00007,Relaxed Hoodie - Off-White / XS,1,133.33,20.00
li_0000253,ord_000174,var_000060,prod_00006,Staple Tee - Off-White / M,1,40.00,0
li_0000254,ord_000175,var_000002,prod_00001,Essential Tee - Washed Black / S,1,41.67,0
li_0000255,ord_000176,var_000153,prod_00015,Track Hoodie - Washed Black / XL,1,125.00,0
li_0000256,ord_000177,var_000058,prod_00006,Staple Tee - Off-White / XS,1,40.00,0
li_0000257,ord_000178,var_000063,prod_00006,Staple Tee - Sage / XS,1,40.00,0
li_0000258,ord_000179,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,0
li_0000259,ord_000180,var_000032,prod_00003,Everyday Sweatpants - Charcoal / S,1,112.50,10.00
li_0000260,ord_000181,var_000106,prod_00009,Arch Logo Tee - Vintage Cream / L,1,43.33,0
li_0000261,ord_000181,var_000146,prod_00014,Emblem Cap - Washed Black / ONE,1,40.00,0
li_0000262,ord_000182,var_000062,prod_00006,Staple Tee - Off-White / XL,1,40.00,0
li_0000263,ord_000183,var_000104,prod_00009,Arch Logo Tee - Vintage Cream / S,1,43.33,0
li_0000264,ord_000183,var_000139,prod_00013,Utility Sweatpants - Sage / L,1,120.83,0
li_0000265,ord_000184,var_000136,prod_00013,Utility Sweatpants - Sage / XS,1,120.83,10.00
li_0000266,ord_000185,var_000156,prod_00015,Track Hoodie - Vintage Cream / M,1,125.00,0
li_0000267,ord_000186,var_000043,prod_00004,Logo Cap - Deep Navy / ONE,1,37.50,3.75
li_0000268,ord_000187,var_000146,prod_00014,Emblem Cap - Washed Black / ONE,1,40.00,0
li_0000269,ord_000187,var_000060,prod_00006,Staple Tee - Off-White / M,1,40.00,0
li_0000270,ord_000188,var_000123,prod_00012,Heritage Tee - Deep Navy / M,1,45.83,0
li_0000271,ord_000188,var_000093,prod_00008,Slim Sweatpants - Deep Navy / XS,1,116.67,0
li_0000272,ord_000188,var_000017,prod_00002,Classic Hoodie - Washed Black / S,1,129.17,0
li_0000273,ord_000189,var_000023,prod_00002,Classic Hoodie - Deep Navy / M,1,129.17,0
li_0000274,ord_000190,var_000043,prod_00004,Logo Cap - Deep Navy / ONE,1,37.50,0
li_0000275,ord_000190,var_000043,prod_00004,Logo Cap - Deep Navy / ONE,1,37.50,0
li_0000276,ord_000191,var_000109,prod_00010,Heavyweight Hoodie - Charcoal / S,1,141.67,0
li_0000277,ord_000192,var_000099,prod_00009,Arch Logo Tee - Washed Black / S,1,43.33,0
li_0000278,ord_000193,var_000112,prod_00010,Heavyweight Hoodie - Charcoal / XL,1,141.67,0
li_0000279,ord_000193,var_000080,prod_00007,Relaxed Hoodie - Burgundy / M,1,133.33,0
li_0000280,ord_000194,var_000132,prod_00012,Heritage Tee - Vintage Cream / S,1,45.83,0
li_0000281,ord_000195,var_000009,prod_00001,Essential Tee - Vintage Cream / L,1,41.67,0
li_0000282,ord_000196,var_000124,prod_00012,Heritage Tee - Deep Navy / L,1,45.83,0
li_0000283,ord_000196,var_000110,prod_00010,Heavyweight Hoodie - Charcoal / M,1,141.67,0
li_0000284,ord_000196,var_000106,prod_00009,Arch Logo Tee - Vintage Cream / L,1,43.33,0
li_0000285,ord_000197,var_000157,prod_00015,Track Hoodie - Vintage Cream / L,1,125.00,0
